"Limon", 307.17, 728
"Pomelo", 45.92, 1017
"Brocoli", 330.41, 372
"Sandia", 66.07, 783
"Banana", 68.53, 1110
"Naranja", 12.52, 1110
"Uva", 724.31, 246
"Durazno", 176.33, 728
"Berenjena", 46.28, 654
"Repollo", 5.16, 749
"Ciruela", 933.43, 963
"Choclo", 74.97, 321
"Repollo", 8.54, 630
"Pomelo", 38.20, 945
"Zanahoria", 34.01, 624
"Banana", 57.83, 1180
"Berenjena", 56.16, 624
"Ciruela", 971.69, 1017
"Palta", 495.93, 525
"Lechuga", 32.20, 729
"Lima", 1208.12, 230
"Cebolla", 55.63, 928
"Lima", 1384.04, 172
"Durazno", 271.50, 808
"Frambuesa", 1997.01, 99
"Calabaza", 11.35, 736
"Repollo", 7.96, 588
"Naranja", 10.65, 820
"Sandia", 64.77, 756
"Ciruela", 966.23, 945
"Acelga", 17.01, 1008
"Caqui", 815.43, 108
"Lima", 1334.14, 196
"Cebolla", 81.59, 776
"Acelga", 21.71, 945
"Brocoli", 380.71, 444
"Caqui", 800.29, 105
"Cebolla", 76.14, 704
"Melon", 119.35, 384
"Zuccini", 83.56, 708
"Acelga", 21.37, 918
"Berenjena", 66.10, 546
"Melon", 126.63, 452
"Kiwi", 469.72, 452
"Higo", 2568.32, 85
"Choclo", 43.55, 258
"Repollo", 6.92, 735
"Champignon", 3607.78, 111
"Pepino", 41.56, 470
"Brocoli", 332.55, 444
"Kinoto", 35.88, 234
"Batata", 27.15, 840
"Morron", 2930.13, 612
"Durazno", 131.28, 936
"Alcachofa", 147.78, 360
"Zuccini", 87.95, 636
"Pera", 166.29, 840
"Coliflor", 22.21, 525
"Sandia", 61.24, 900
"Pepino", 41.50, 400
"Repollo", 0.55, 693
"Uva", 672.63, 312
"Uva", 691.28, 360
"Lima", 1023.93, 192
"Kiwi", 412.12, 408
"Caqui", 850.00, 104
"Tomate", 738.10, 783
"Kiwi", 435.26, 320
"Acelga", 26.08, 1017
"Cebolla", 84.68, 888
"Brocoli", 317.05, 452
"Mandarina", 10.79, 1030
"Champignon", 3503.68, 80
"Pomelo", 45.40, 1008
"Kinoto", 26.66, 174
"Tomate", 756.58, 873
"Durazno", 176.30, 656
"Kinoto", 43.12, 204
"TomCherry", 561.29, 232
"Coliflor", 24.64, 475
"Palta", 1184.77, 420
"Alcachofa", 149.01, 357
"Frutilla", 269.32, 261
"Kinoto", 31.40, 214
"Tomate", 730.61, 783
"Durazno", 176.16, 888
"Mandarina", 6.68, 1060
"Mandarina", 20.09, 1160
"Zanahoria", 18.88, 708
"Choclo", 54.89, 318
"Ajo", 919.87, 88
"Kinoto", 38.82, 210
"Apio", 55.56, 288
"Caqui", 800.59, 92
"Lechuga", 42.04, 837
"Cereza", 1033.95, 162
"Champignon", 3505.86, 84
"Kinoto", 33.18, 202
"Ajo", 891.78, 104
"Melon", 110.30, 476
"Durazno", 270.99, 816
"Batata", 16.61, 990
"Mandarina", 22.88, 910
"Frutilla", 270.01, 267
"Sandia", 66.88, 1044
"Ajo", 924.53, 94
"Kinoto", 35.66, 188
"Higo", 2503.88, 98
"Alcachofa", 131.52, 288
"Lima", 1175.48, 170
"Higo", 2432.31, 99
"Banana", 74.50, 1200
"Lima", 1260.31, 214
"Papa", 19.91, 930
"Durazno", 145.55, 880
"Lima", 1215.61, 216
"TomCherry", 544.38, 172
"Kinoto", 28.93, 190
"Lima", 1056.78, 184
"Morron", 3034.40, 570
"Pomelo", 44.16, 990
"Ajo", 925.66, 88
"Lima", 1245.21, 170
"Lima", 1433.60, 216
"Kinoto", 36.05, 226
"Lima", 1339.14, 236
"Naranja", 11.11, 1000
"Brocoli", 374.82, 424
"Zuccini", 98.66, 666
"Champignon", 3633.06, 114
"Kinoto", 35.11, 196
"Uva", 675.60, 300
"Banana", 73.64, 950
"Uva", 681.65, 261
"Sandia", 75.00, 1053
"Manzana", 129.86, 870
"Rabanito", 222.37, 273
"Manzana", 152.59, 1090
"Calabaza", 18.02, 744
"Cebolla", 72.23, 816
"Tomate", 760.71, 765
"Ajo", 935.63, 108
"Repollo", 4.44, 784
"Banana", 52.98, 920
"Lima", 1201.79, 186
"Rabanito", 210.96, 354
"Pomelo", 51.30, 918
"Caqui", 820.25, 98
"Champignon", 3606.96, 94
"Alcachofa", 153.69, 342
"Kinoto", 40.61, 226
"Rabanito", 246.70, 270
"Tomate", 710.72, 828
"Cereza", 1026.18, 160
"Kiwi", 421.54, 360
"Mandarina", 23.66, 840
"Lima", 1373.48, 166
"Banana", 51.68, 980
"Papa", 12.94, 1120
"Melon", 105.15, 320
"Caqui", 863.00, 118
"Sandia", 60.80, 828
"Ciruela", 943.24, 1008
"Alcachofa", 123.13, 291
"Caqui", 848.07, 117
"Palta", 516.63, 455
"Palta", 1134.16, 380
"Lechuga", 34.65, 864
"Morron", 2943.65, 498
"Palta", 1151.31, 356
"Mandarina", 12.37, 1120
"Lima", 1208.31, 168
"Champignon", 3595.30, 116
"TomCherry", 546.39, 216
"Acelga", 26.53, 1080
"Higo", 2463.88, 84
"Lima", 1199.82, 200
"Tomate", 690.02, 729
"Rabanito", 230.40, 345
"Melon", 117.44, 368
"Brocoli", 351.37, 344
"Repollo", 0.94, 805
"Durazno", 146.17, 656
"Durazno", 181.68, 880
"Cereza", 1020.93, 216
"Brocoli", 338.39, 344
"Limon", 326.13, 714
"Papa", 23.90, 1150
"Uva", 732.06, 273
"Berenjena", 51.75, 504
"Naranja", 19.75, 1160
"Banana", 61.12, 960
"Calabaza", 22.71, 920
"Ciruela", 982.57, 1017
"Lechuga", 39.04, 981
"Manzana", 138.51, 1010
"Cereza", 1005.92, 164
"Papa", 8.90, 1180
"Naranja", 18.65, 950
"Palta", 490.35, 545
"Cebolla", 49.30, 728
"Choclo", 47.72, 252
"Melon", 120.21, 364
"Manzana", 146.71, 1050
"Banana", 67.55, 970
"Manzana", 155.24, 1130
"Cebolla", 72.60, 800
"Batata", 11.96, 1170
"Mandarina", 11.16, 1170
"Champignon", 3589.81, 117
"Pepino", 35.56, 415
"Durazno", 176.08, 688
"Banana", 70.60, 890
"Repollo", 5.13, 721
"Lima", 1212.63, 176
"Tomate", 736.13, 846
"Durazno", 135.79, 728
"Frambuesa", 2035.07, 117
"Kiwi", 424.16, 440
"Ajo", 917.32, 94
"Ciruela", 1006.45, 900
"Ciruela", 899.90, 747
"Kiwi", 403.08, 424
"Naranja", 12.22, 1040
"Palta", 1114.78, 348
"Lima", 1184.81, 186
"Lima", 1021.95, 224
"TomCherry", 593.72, 210
"Sandia", 52.36, 954
"Champignon", 3543.76, 100
"Durazno", 165.89, 784
"Rabanito", 233.97, 318
"Kiwi", 404.16, 372
"Berenjena", 56.98, 492
"Apio", 49.40, 315
"Alcachofa", 148.07, 321
"Coliflor", 28.76, 600
"Limon", 312.89, 588
"Ajo", 930.79, 96
"Frambuesa", 2023.64, 107
"Tomate", 706.59, 1026
"Coliflor", 29.70, 515
"Frambuesa", 1999.23, 81
"Higo", 2531.88, 113
"Durazno", 183.98, 936
"Uva", 679.99, 357
"Batata", 14.00, 1160
"Mandarina", 20.89, 950
"Cereza", 1042.50, 188
"Acelga", 19.30, 801
"Melon", 116.12, 380
"Limon", 318.83, 616
"Acelga", 21.37, 990
"Pomelo", 41.44, 801
"Frutilla", 309.79, 282
"Lima", 1373.51, 212
"Melon", 112.60, 400
"Papa", 11.51, 1130
"Palta", 1128.10, 352
"Sandia", 64.18, 1080
"Pera", 140.61, 1110
"Durazno", 183.56, 936
"Berenjena", 56.55, 618
"Durazno", 273.57, 856
"Mandarina", 24.70, 1160
"Melon", 104.51, 364
"Alcachofa", 160.77, 294
"Coliflor", 40.05, 550
"Brocoli", 384.47, 416
"Cebolla", 67.99, 656
"Batata", 26.02, 860
"Choclo", 49.25, 354
"Palta", 1158.47, 332
"Acelga", 15.56, 1008
"Pera", 143.82, 990
"Lima", 1194.47, 198
"Kiwi", 458.76, 364
"Limon", 308.06, 574
"TomCherry", 535.31, 222
"Cereza", 1016.95, 230
"TomCherry", 550.45, 208
"Ciruela", 939.95, 738
"Champignon", 3654.77, 106
"Kiwi", 428.16, 380
"Berenjena", 49.44, 642
"Frambuesa", 2048.75, 105
"Acelga", 18.43, 801
"Durazno", 139.46, 704
"Acelga", 23.96, 1008
"Durazno", 262.39, 744
"Rabanito", 229.49, 357
"Sandia", 67.86, 909
"Palta", 1194.72, 444
"Apio", 49.68, 243
"Higo", 2527.53, 114
"Melon", 132.48, 396
"Pera", 151.72, 1140
"Palta", 1164.23, 392
"Lechuga", 37.84, 1080
"Manzana", 142.58, 970
"Mandarina", 26.04, 1200
"Banana", 64.88, 1050
"Pepino", 33.66, 470
"Zanahoria", 26.13, 606
"Caqui", 809.91, 94
"Apio", 57.29, 246
"Caqui", 834.70, 116
"Esparrago", 638.56, 180
"Kiwi", 425.24, 448
"Banana", 57.76, 950
"Kinoto", 28.76, 210
"Kinoto", 35.06, 162
"Alcachofa", 143.90, 360
"Kinoto", 34.46, 208
"Alcachofa", 153.86, 249
"Ciruela", 869.31, 810
"Apio", 53.55, 333
"Berenjena", 59.40, 612
"Coliflor", 29.84, 585
"Calabaza", 30.41, 720
"Lima", 1034.75, 234
"Zuccini", 86.42, 624
"Lima", 1051.47, 192
"Choclo", 62.02, 285
"Pera", 136.57, 890
"Higo", 2518.24, 87
"Naranja", 17.15, 900
"Zanahoria", 27.87, 690
"Banana", 75.73, 1170
"Champignon", 3609.19, 83
"Pera", 163.68, 1140
"Acelga", 25.75, 810
"Coliflor", 39.09, 455
"Papa", 13.86, 850
"Apio", 53.07, 303
"Mandarina", 25.98, 1080
"Manzana", 133.32, 1030
"Brocoli", 344.00, 416
"Zanahoria", 32.37, 708
"Pomelo", 36.82, 855
"Manzana", 136.96, 920
"Caqui", 876.18, 90
"Ajo", 995.65, 117
"Champignon", 3691.34, 80
"Lima", 1267.74, 202
"Pera", 143.95, 1100
"Morron", 2891.11, 492
"Brocoli", 401.67, 476
"Mandarina", 19.08, 1150
"Berenjena", 51.48, 594
"Higo", 2498.51, 84
"Limon", 351.98, 644
"Cereza", 1043.40, 222
"Frutilla", 267.25, 330
"Lechuga", 37.30, 783
"Banana", 80.34, 990
"Frambuesa", 2064.32, 115
"Pera", 139.32, 940
"Kiwi", 423.09, 340
"Limon", 308.53, 728
"Ajo", 900.45, 82
"Coliflor", 28.12, 485
"Sandia", 38.23, 765
"Lima", 1199.08, 224
"Morron", 2912.04, 678
"Melon", 138.31, 392
"Higo", 2495.28, 88
"Kinoto", 19.75, 174
"Cereza", 1029.94, 228
"Durazno", 146.89, 896
"Lima", 1203.17, 162
"Batata", 16.87, 1010
"Morron", 2967.10, 570
"Brocoli", 368.75, 392
"Coliflor", 25.92, 540
"TomCherry", 535.87, 224
"Palta", 488.06, 535
"Morron", 2972.64, 498
"Naranja", 9.48, 1030
"Kiwi", 402.88, 472
"TomCherry", 567.58, 164
"Mandarina", 20.92, 860
"Tomate", 732.70, 729
"Apio", 62.08, 246
"Pera", 165.88, 850
"Choclo", 63.04, 309
"Ciruela", 929.46, 1053
"Caqui", 834.60, 93
"TomCherry", 523.28, 162
"Repollo", 5.68, 658
"Ciruela", 949.71, 1053
"Esparrago", 606.45, 206
"Frutilla", 279.49, 345
"Naranja", 15.75, 1190
"Alcachofa", 154.04, 360
"Melon", 101.92, 432
"Pomelo", 55.22, 891
"Kiwi", 382.74, 384
"Papa", 14.79, 930
"Durazno", 157.72, 640
"Alcachofa", 151.38, 267
"Kinoto", 31.42, 178
"Lima", 1335.95, 214
"Banana", 76.95, 1020
"Brocoli", 365.56, 392
"Choclo", 73.81, 243
"Lima", 1049.53, 166
"Pomelo", 50.86, 828
"Mandarina", 24.62, 1110
"Mandarina", 16.87, 1010
"Calabaza", 23.46, 656
"Alcachofa", 145.80, 309
"Lechuga", 37.33, 1017
"Ajo", 928.66, 91
"Frutilla", 282.80, 288
"Lima", 1386.14, 208
"Repollo", 4.25, 609
"Naranja", 20.55, 900
"Zuccini", 71.67, 480
"Mandarina", 22.43, 950
"Naranja", 12.43, 850
"Zuccini", 76.88, 546
"Lima", 1293.79, 216
"Repollo", 2.21, 686
"Durazno", 159.89, 856
"Limon", 317.67, 749
"Lima", 1410.46, 240
"Kinoto", 41.98, 196
"Alcachofa", 139.21, 324
"Higo", 2418.56, 99
"Choclo", 59.78, 351
"Rabanito", 228.30, 279
"Apio", 70.07, 327
"Manzana", 144.09, 940
"Acelga", 27.18, 1062
"Caqui", 836.98, 101
"Coliflor", 33.50, 565
"Coliflor", 38.77, 525
"Coliflor", 27.51, 505
"Brocoli", 356.67, 468
"Esparrago", 613.10, 200
"Kiwi", 444.45, 416
"Durazno", 183.78, 856
"Coliflor", 27.88, 485
"Lima", 1403.08, 176
"Uva", 676.99, 306
"Acelga", 32.74, 1008
"Frutilla", 299.81, 342
"Sandia", 58.46, 963
"Kiwi", 434.87, 444
"Pepino", 43.03, 535
"Cebolla", 79.53, 808
"Limon", 342.05, 735
"Frambuesa", 2075.93, 98
"Lima", 1028.94, 236
"Pepino", 41.02, 555
"Pomelo", 40.36, 918
"Acelga", 22.26, 864
"Naranja", 15.57, 920
"Zanahoria", 43.72, 582
"Lima", 1159.55, 194
"Zanahoria", 44.08, 534
"Acelga", 15.41, 792
"Rabanito", 213.46, 336
"Frutilla", 295.68, 297
"Zanahoria", 39.17, 648
"Calabaza", 16.68, 688
"Frambuesa", 2098.35, 116
"Papa", 14.49, 820
"Limon", 297.27, 721
"Apio", 45.53, 339
"Coliflor", 32.92, 415
"Higo", 2491.47, 81
"Tomate", 686.33, 1080
"Naranja", 18.74, 820
"Banana", 65.93, 1180
"Champignon", 3637.35, 106
"Durazno", 166.89, 776
"Naranja", 9.79, 1040
"Sandia", 57.88, 720
"Champignon", 3649.07, 84
"Naranja", 19.33, 1140
"Durazno", 159.55, 808
"Pepino", 29.01, 470
"Pomelo", 52.76, 1053
"Palta", 493.96, 495
"Naranja", 14.30, 1040
"Coliflor", 28.28, 425
"Zuccini", 94.57, 576
"Frutilla", 291.23, 318
"Melon", 87.45, 464
"Berenjena", 66.61, 534
"Durazno", 158.12, 760
"Manzana", 123.90, 1040
"Pepino", 36.11, 440
"Rabanito", 234.54, 261
"Cebolla", 61.45, 688
"Lima", 1196.70, 232
"Apio", 64.35, 348
"Zuccini", 74.99, 588
"Kinoto", 30.50, 166
"Uva", 726.55, 297
"Durazno", 264.91, 672
"Frutilla", 282.50, 303
"Limon", 314.24, 686
"Choclo", 57.15, 240
"Tomate", 704.95, 855
"Higo", 2613.55, 93
"Durazno", 129.05, 856
"Batata", 13.33, 810
"Papa", 17.76, 870
"Lima", 1030.12, 176
"Melon", 88.86, 392
"Berenjena", 67.24, 534
"Naranja", 11.70, 1150
"Zuccini", 96.24, 588
"Pomelo", 37.05, 1035
"Morron", 2913.98, 480
"Lima", 1026.89, 190
"Lima", 1360.55, 228
"Coliflor", 26.50, 580
"Esparrago", 615.47, 208
"Lechuga", 51.18, 828
"Esparrago", 643.67, 180
"Durazno", 176.93, 840
"Manzana", 120.81, 1010
"Banana", 63.21, 1170
"Uva", 723.56, 276
"Pomelo", 41.75, 1035
"Acelga", 20.41, 801
"Palta", 494.50, 470
"Zanahoria", 41.36, 606
"Morron", 2934.53, 684
"Zanahoria", 38.98, 624
"Papa", 24.08, 840
"Kinoto", 24.06, 178
"Champignon", 3554.48, 114
"Limon", 339.95, 763
"Kiwi", 431.24, 380
"Manzana", 131.84, 1190
"Lima", 1382.59, 240
"Repollo", 5.39, 700
"Banana", 57.24, 1000
"Durazno", 129.38, 744
"Ajo", 925.98, 109
"Frambuesa", 1927.19, 96
"Mandarina", 17.19, 990
"Lechuga", 38.26, 765
"Alcachofa", 149.83, 312
"Pomelo", 58.67, 1071
"Cereza", 1055.66, 160
"Lechuga", 38.19, 864
"Caqui", 801.14, 101
"Banana", 71.52, 1050
"Cereza", 1063.74, 190
"Pomelo", 39.54, 720
"Limon", 314.77, 770
"Champignon", 3590.37, 85
"Alcachofa", 146.56, 351
"Manzana", 151.82, 1160
"Mandarina", 19.40, 870
"Lima", 1069.13, 228
"Kinoto", 38.58, 214
"Pera", 139.52, 1180
"Pomelo", 45.43, 864
"Pepino", 41.96, 575
"Lechuga", 30.02, 954
"Naranja", 13.01, 860
"Brocoli", 369.90, 336
"Cereza", 997.94, 214
"Batata", 20.25, 990
"TomCherry", 507.16, 164
"Alcachofa", 155.86, 258
"Caqui", 845.48, 80
"Manzana", 141.47, 1050
"Ciruela", 966.48, 1026
"Lima", 1037.99, 182
"Lima", 999.38, 176
"Lima", 1039.94, 202
"Kinoto", 38.52, 182
"Durazno", 145.21, 704
"Palta", 1215.01, 440
"Melon", 119.65, 324
"Brocoli", 348.66, 448
"Frutilla", 293.89, 273
"Esparrago", 610.72, 160
"Tomate", 768.59, 945
"Apio", 50.91, 321
"Durazno", 294.30, 880
"Kiwi", 443.07, 372
"Manzana", 148.79, 1100
"Higo", 2508.01, 109
"Lima", 1362.41, 172
"Batata", 22.98, 1160
"Ajo", 921.60, 106
"Pepino", 38.94, 450
"Coliflor", 27.20, 580
"Brocoli", 310.25, 360
"Alcachofa", 138.24, 309
"Mandarina", 20.07, 900
"Acelga", 31.11, 792
"Durazno", 146.78, 888
"Sandia", 67.83, 837
"Palta", 1129.57, 352
"Sandia", 61.95, 927
"Mandarina", 25.81, 1100
"Lima", 1034.95, 194
"Ciruela", 908.07, 1071
"Palta", 1123.40, 464
"Morron", 2841.54, 510
"Palta", 500.07, 510
"Batata", 23.76, 860
"Lechuga", 37.10, 873
"Lechuga", 44.68, 945
"Naranja", 11.98, 940
"Alcachofa", 126.64, 348
"Tomate", 755.65, 810
"Uva", 719.84, 360
"Frutilla", 309.43, 303
"Durazno", 138.16, 656
"Caqui", 798.84, 89
"Uva", 721.17, 261
"Champignon", 3605.74, 116
"Uva", 706.72, 255
"Durazno", 142.50, 920
"Ajo", 865.78, 81
"Higo", 2590.40, 119
"Zanahoria", 33.08, 630
"Lechuga", 34.09, 918
"Pepino", 32.72, 460
"Limon", 328.62, 833
"Berenjena", 39.96, 480
"Durazno", 257.36, 800
"Banana", 61.22, 820
"Ajo", 890.35, 103
"Naranja", 9.46, 1160
"TomCherry", 511.81, 192
"Lechuga", 48.21, 1035
"Champignon", 3513.78, 88
"Banana", 76.29, 1100
"Melon", 115.12, 344
"Pomelo", 41.36, 1035
"Lima", 1226.74, 178
"Pera", 126.05, 850
"Uva", 661.11, 345
"Palta", 1092.47, 456
"Melon", 112.17, 384
"Cereza", 1054.16, 184
"Cereza", 1072.13, 228
"Durazno", 147.86, 760
"Rabanito", 237.29, 300
"Morron", 2974.09, 678
"Papa", 18.02, 1070
"Sandia", 59.72, 1008
"Zanahoria", 27.28, 690
"Lechuga", 45.00, 1080
"Mandarina", 15.36, 820
"Calabaza", 17.42, 832
"Rabanito", 230.14, 270
"Banana", 61.85, 1090
"Manzana", 143.61, 1120
"Pomelo", 50.98, 828
"Calabaza", 25.82, 816
"Repollo", 5.47, 812
"Tomate", 747.72, 837
"Naranja", 23.47, 850
"Caqui", 852.91, 103
"Sandia", 65.73, 1008
"Manzana", 143.60, 1200
"Durazno", 133.41, 768
"Sandia", 45.18, 1044
"Acelga", 24.43, 999
"Pomelo", 40.33, 783
"Manzana", 139.98, 990
"Melon", 93.66, 360
"Calabaza", 21.07, 752
"Batata", 20.61, 1040
"Choclo", 52.03, 255
"Cebolla", 72.50, 696
"Cebolla", 64.43, 832
"Cereza", 981.72, 208
"Morron", 3030.14, 636
"Tomate", 740.14, 783
"Kiwi", 431.80, 332
"Durazno", 281.90, 856
"Naranja", 10.11, 930
"Kiwi", 408.62, 440
"Zuccini", 94.23, 624
"Higo", 2441.68, 112
"TomCherry", 545.63, 228
"Zuccini", 78.41, 570
"Mandarina", 17.23, 1110
"Durazno", 285.87, 728
"Cereza", 1026.43, 180
"Durazno", 249.02, 904
"Cebolla", 66.81, 672
"Zanahoria", 41.48, 648
"Palta", 1152.38, 420
"Pepino", 40.80, 415
"Ajo", 943.80, 113
"Ajo", 897.70, 82
"TomCherry", 577.92, 210
"Batata", 21.36, 810
"Lechuga", 44.11, 810
"Lima", 999.65, 160
"Lima", 1009.84, 202
"Repollo", 7.98, 623
"Esparrago", 617.46, 218
"TomCherry", 555.91, 236
"Durazno", 141.05, 736
"Mandarina", 20.65, 1020
"Acelga", 22.81, 1044
"Tomate", 715.85, 882
"Palta", 1160.26, 404
"Pera", 170.63, 1150
"Ciruela", 985.57, 954
"Apio", 57.57, 312
"Sandia", 73.19, 846
"Naranja", 14.19, 1110
"Manzana", 155.13, 890
"Naranja", 17.22, 900
"Naranja", 15.32, 810
"Cereza", 1053.57, 196
"Papa", 14.59, 850
"Kiwi", 442.80, 440
"Repollo", 6.12, 749
"Cebolla", 55.74, 664
"Melon", 105.02, 344
"Durazno", 155.92, 648
"Rabanito", 231.94, 300
"Durazno", 266.25, 880
"Calabaza", 13.44, 832
"Ajo", 912.64, 87
"Kiwi", 454.31, 364
"Tomate", 741.57, 720
"Morron", 2957.12, 486
"Calabaza", 20.64, 936
"Lima", 1270.12, 232
"Berenjena", 52.04, 558
"TomCherry", 522.86, 206
"Morron", 2936.90, 576
"Mandarina", 24.46, 1120
"Alcachofa", 141.92, 318
"Pera", 146.18, 880
"Palta", 1210.93, 344
"Tomate", 734.47, 918
"Choclo", 42.24, 357
"Brocoli", 354.05, 352
"Coliflor", 28.65, 435
"Palta", 494.30, 560
"Limon", 318.64, 693
"Alcachofa", 142.76, 333
"Frambuesa", 2062.88, 87
"Apio", 70.78, 339
"Mandarina", 16.28, 970
"Durazno", 164.61, 712
"Zuccini", 69.58, 618
"Lima", 1220.50, 176
"Mandarina", 22.88, 810
"Pera", 146.06, 910
"Mandarina", 14.51, 1180
"Apio", 46.11, 285
"Durazno", 145.29, 824
"Berenjena", 50.69, 552
"Durazno", 140.07, 864
"Apio", 48.21, 255
"Lima", 1248.43, 214
"Palta", 1141.32, 472
"Pepino", 36.14, 490
"Caqui", 809.68, 97
"Frambuesa", 2077.53, 88
"Sandia", 59.30, 801
"Papa", 11.15, 1000
"Acelga", 17.12, 954
"Pepino", 41.26, 590
"Sandia", 59.32, 1080
"Calabaza", 18.34, 640
"Brocoli", 361.34, 428
"Naranja", 19.49, 1200
"Caqui", 773.65, 81
"Ajo", 852.57, 120
"Frambuesa", 2013.62, 119
"Pera", 159.68, 1030
"Higo", 2476.67, 94
"Cebolla", 74.03, 912
"Lima", 1363.77, 226
"Berenjena", 50.59, 570
"Zanahoria", 23.47, 552
"Zanahoria", 24.30, 660
"Esparrago", 602.69, 214
"Ajo", 870.94, 91
"Higo", 2535.25, 120
"Uva", 708.42, 360
"Berenjena", 54.35, 618
"Morron", 2890.88, 654
"Naranja", 11.12, 840
"Mandarina", 19.40, 970
"Palta", 465.06, 475
"Lechuga", 42.20, 1071
"Mandarina", 12.92, 1110
"Mandarina", 19.78, 1050
"Cereza", 1009.15, 230
"Coliflor", 29.91, 495
"Berenjena", 47.42, 612
"Uva", 698.59, 309
"Apio", 52.48, 336
"Melon", 82.14, 468
"Morron", 3132.00, 708
"Tomate", 731.44, 882
"Berenjena", 43.26, 576
"Tomate", 730.69, 918
"Cereza", 1054.75, 174
"Berenjena", 51.91, 570
"Caqui", 826.02, 108
"Ajo", 877.29, 90
"Kinoto", 28.54, 214
"Esparrago", 639.37, 220
"Manzana", 131.00, 1110
"Repollo", 3.82, 826
"Banana", 54.46, 1070
"Banana", 48.78, 1150
"Frambuesa", 2133.67, 91
"Melon", 106.89, 396
"Naranja", 22.87, 1180
"Uva", 722.46, 303
"Limon", 308.05, 588
"Frutilla", 285.18, 255
"Mandarina", 22.98, 1150
"Lima", 1029.46, 180
"Limon", 328.47, 798
"Champignon", 3608.19, 90
"Limon", 329.39, 728
"Ciruela", 1009.91, 1008
"Cebolla", 54.88, 696
"Calabaza", 17.21, 800
"Lechuga", 32.92, 1071
"Caqui", 791.48, 107
"TomCherry", 557.75, 182
"Cebolla", 65.45, 808
"Cereza", 1050.13, 196
"Durazno", 256.70, 960
"Kinoto", 42.03, 220
"Zuccini", 74.17, 696
"Rabanito", 239.77, 252
"Banana", 62.62, 1150
"Batata", 20.75, 1140
"Palta", 1206.72, 420
"Lechuga", 49.20, 855
"Frambuesa", 2090.13, 94
"Mandarina", 21.18, 1010
"Alcachofa", 140.80, 309
"Manzana", 145.60, 820
"Berenjena", 52.43, 666
"Acelga", 20.45, 783
"Sandia", 58.76, 837
"Acelga", 18.64, 1008
"Limon", 312.43, 658
"Durazno", 160.02, 856
"Kiwi", 432.32, 348
"Ajo", 962.56, 91
"Champignon", 3588.96, 86
"Berenjena", 51.83, 666
"Repollo", 2.16, 693
"Durazno", 163.13, 872
"Cebolla", 49.52, 952
"Morron", 2976.71, 660
